Player,Matches_Played,Total_Medals,Unique_Medals,Avg_Medals_Per_Match
killermoe 23,1,4,3,4.0
killerpanda2360,1,19,13,19.0
killerpop305,1,11,4,11.0
killershotzFTW,1,27,11,27.0
killerspartan53,1,9,2,9.0
killerstoks,1,6,4,6.0
killerxoul,5,40,19,8.0
killerzombie257,1,5,3,5.0
killimaze,2,37,13,18.5
killing fiend10,1,5,2,5.0
killlercam,1,19,7,19.0
killphoria,1,31,12,31.0
killsafe16,1,8,7,8.0
killstealer5000,1,3,3,3.0
killtrocity002,1,2,2,2.0
killyourface123,1,12,2,12.0
kilortwo,1,1,1,1.0
kimanzi,1,5,4,5.0
kindahardrio,1,21,10,21.0
king E5,1,2,2,2.0
king N0TH1N6,2,6,6,3.0
king k1tty,1,6,5,6.0
king of OK,1,8,3,8.0
king of heroes8,1,3,2,3.0
king of killers,1,10,6,10.0
king0fjerks,1,4,4,4.0
king266,2,15,7,7.5
kingBK12,2,4,2,2.0
kingLI1,3,34,10,11.33
kingLeonidas020,15,210,46,14.0
kingRUKUS,1,23,14,23.0
kingXjames27,1,6,5,6.0
kingcasper25285,1,28,9,28.0
kingcrutch21,5,31,12,6.2
kingdinget,1,3,2,3.0
kingdom jv,1,6,3,6.0
kingdom3hearts,1,20,8,20.0
kingespartan01,2,23,13,11.5
kingkeenan15,1,1,1,1.0
kingkitty98,1,4,4,4.0
kingklick411,2,10,5,5.0
kingkurly2,2,31,8,15.5
kingof thebeat,2,19,10,9.5
kingpinptown,1,13,6,13.0
kingrat3000,1,3,1,3.0
kingsalmonella,1,2,2,2.0
kingsburyseby,1,2,1,2.0
kingtweet,1,9,8,9.0
kingzsss77,1,2,2,2.0
kinnymo10,1,11,8,11.0
kinqofsparta15,1,1,1,1.0
kiof45,1,7,6,7.0
kira D27,2,20,5,10.0
kira yue belmon,1,16,7,16.0
kirbyBIGRIG,1,4,3,4.0
kiriaITA,1,14,9,14.0
kirkdm5475,3,34,10,11.33
kirler kid,3,16,9,5.33
kirsteinkliz,2,44,20,22.0
kirugon,2,21,9,10.5
kiss actual,2,30,17,15.0
kittenmittens41,1,2,2,2.0
kittieh04,22,105,23,4.77
kity litter,1,1,1,1.0
kizzle88,1,9,9,9.0
kjbear,1,2,1,2.0
kjkiller3,1,9,5,9.0
kkH3,1,7,5,7.0
kkck231,1,7,4,7.0
kkohler22,2,27,11,13.5
klashnekofff,1,9,6,9.0
klexmex,1,10,7,10.0
klinefeld28,1,36,12,36.0
klinepecker01,1,9,4,9.0
klmmdcclwX,2,20,6,10.0
klumaverik,1,9,5,9.0
klyandchppy,5,42,11,8.4
km4rt secur1ty,1,7,4,7.0
kmiilo11,1,2,2,2.0
kmilo Nx,3,38,18,12.67
kn0rZ,1,3,2,3.0
kn0wn0x0,1,5,4,5.0
knappyboyfresh,1,9,6,9.0
knifoon,1,15,14,15.0
knight of one09,1,2,1,2.0
knightc17,1,8,7,8.0
knightcrawlerr,3,40,14,13.33
knightmare1414,4,43,9,10.75
knightmeteor100,1,12,9,12.0
knightrage24,1,26,14,26.0
knipfing,1,16,10,16.0
knock24out,1,4,3,4.0
knon NX,2,30,16,15.0
knotgreg,2,18,9,9.0
knowledge14,3,24,13,8.0
knowyouronion1,4,20,10,5.0
knowzbIeed,1,21,6,21.0
koala elite,1,17,10,17.0
kobeBEAN24BACK,2,47,20,23.5
kobiyashie4,1,8,5,8.0
koby le frenchi,2,15,8,7.5
kodokomodo8,1,4,4,4.0
koen own 8,1,2,2,2.0
kohl200211,1,8,5,8.0
kolorz12,2,16,7,8.0
konehead13,1,14,8,14.0
konga X GAMER,2,7,5,3.5
koobz2142,1,17,4,17.0
kookmike,1,8,4,8.0
koolraul3099,1,15,5,15.0
kore drummer,3,30,13,10.0
koressel,1,21,7,21.0
kotj the god,1,10,5,10.0
kotsyyy,1,18,8,18.0
kpkelly,1,28,9,28.0
kpods,2,24,7,12.0
kr0nKTasTiC510,1,9,5,9.0
kr3w4ever2,5,31,10,6.2
krandapus,4,19,6,4.75
krasiekilla,56,761,21,13.59
kratch,1,3,2,3.0
krazieY,3,16,7,5.33
kriptocronolite,2,33,11,16.5
kriso34,1,1,1,1.0
krnlcheese,1,9,5,9.0
kroenen23034,1,9,7,9.0
kroker1,1,9,7,9.0
kroonoe,2,38,16,19.0
krs5603,1,2,2,2.0
krunchnmunchn,1,6,3,6.0
krypticz417,1,5,3,5.0
kryztyan1233,1,16,12,16.0
ks Kapa8,1,16,7,16.0
kschroen,1,11,4,11.0
kseans8,3,22,8,7.33
ksmooth101,2,30,8,15.0
kstyless,7,44,14,6.29
ktc1963,1,6,4,6.0
ktownBlackHole,1,12,10,12.0
ktsgolfer,1,11,4,11.0
kttatara,1,13,7,13.0
kung foo jessus,1,18,4,18.0
kurokage11,1,2,2,2.0
kurokin1123,1,10,5,10.0
kurzy1,1,38,14,38.0
kushonomics 42O,1,7,6,7.0
kuurty,1,6,3,6.0
kuy0n,1,8,7,8.0
kuya alex,1,42,17,42.0
kuya michaeI,1,27,11,27.0
kw6390,1,12,4,12.0
kwietl33tg33kjr,1,8,3,8.0
kwlkr,1,7,5,7.0
kyLuB,2,38,8,19.0
kykymonsterman,1,2,2,2.0
kyle gt1,1,14,7,14.0
kyle2649,1,1,1,1.0
kyllyr11,1,19,9,19.0
kyogerdiux12,1,5,3,5.0
kyron0701,1,5,4,5.0
kysonXbox,35,300,45,8.57
kyuby x,1,15,3,15.0
kyxspookhunter,4,10,7,2.5
l 0 Batman 0 l,2,49,9,24.5
l 007 l,1,6,3,6.0
l 1st Prodigy l,1,19,9,19.0
l 40 Boy l,1,32,11,32.0
l 7 l eL Guaje,2,26,11,13.0
l AJ l,3,73,18,24.33
l AKuRaCY l,1,9,5,9.0
l AM ZEKE,9,63,18,7.0
l AUthENtiK l,3,35,14,11.67
l Ace I,1,5,3,5.0
l AceNemesis l,2,23,11,11.5
l Adara l,1,31,12,31.0
l AkemiAban l,1,4,3,4.0
l Am Fantasy,1,13,8,13.0
l Am Lord Vader,1,11,5,11.0
l AngryPirate l,1,2,2,2.0
l Annihilated l,1,8,5,8.0
l Apocryphon l,1,9,5,9.0
l Atrix l,1,8,5,8.0
l AvDontCare l,3,63,8,21.0
l Axios l,1,18,9,18.0
l Beaver l,9,93,20,10.33
l Bergs l,1,10,7,10.0
l Bip0larBear l,1,24,9,24.0
l BlackHart l,7,60,16,8.57
l CHRISS l,1,19,6,19.0
l CantHandle l,1,33,14,33.0
l CaredBear l,1,9,4,9.0
l ChomP l,1,11,7,11.0
l CityStars l,2,39,12,19.5
l CoWsSPHERE l,1,15,7,15.0
l Codo l,1,41,18,41.0
l Collins l,2,25,7,12.5
l CommoN l,1,8,2,8.0
l Conviction l,3,13,6,4.33
l Cr00K l,1,1,1,1.0
l CrazyBowser l,2,22,4,11.0
l D3 l Tots,7,82,25,11.71
l DIDS l,1,17,9,17.0
l DJackCity l,1,8,6,8.0
l DarkStrM l,1,22,4,22.0
l Darkness A,1,2,2,2.0
l DeMoN l,1,9,5,9.0
l Deception i,2,32,14,16.0
l DesTroy l,1,30,14,30.0
l DisTeR l,1,5,3,5.0
l Dorsek,2,24,11,12.0
l Dr Venture l,3,17,6,5.67
l DwelLer l,5,29,8,5.8
l E1ement l,5,66,11,13.2
l EAGLES7 l,1,29,13,29.0
l EBULLIENT l,1,9,4,9.0
l EVOUL l,2,16,5,8.0
l Education l,2,41,17,20.5
l El Prince l,1,18,14,18.0
l Elitist l,1,5,4,5.0
l Entei l,1,5,4,5.0
l EquiNoxx l,1,1,1,1.0
l Execration l,2,23,9,11.5
l ExotiK l,2,24,8,12.0
l Extinguish l,10,93,17,9.3
l FATandBLACK l,1,11,7,11.0
l FaKa l,6,71,18,11.83
l FaLL l,1,6,4,6.0
l FaTaL Cyrax l,1,6,6,6.0
l FaZer,1,11,5,11.0
l Fiscosity l,1,21,10,21.0
l Fishy l,9,120,15,13.33
l Flowzy l,1,20,5,20.0
l Fracx l,1,8,3,8.0
l GAZZO l,1,31,11,31.0
l GlockS l,1,19,8,19.0
l GrIm ReAp3r l,4,67,13,16.75
l GrandPaC l,1,44,16,44.0
l Had Ebola,1,39,18,39.0
l Hate Aside l,2,66,20,33.0
l Hyperionn l,1,13,7,13.0
l IMPACT l,3,62,17,20.67
l IconiK l,1,13,5,13.0
l J e f f y l,1,13,3,13.0
l Janco l,1,12,10,12.0
l Junkster l,1,8,5,8.0
l K HOVA l,2,24,9,12.0
l KTD Phaze l,4,40,13,10.0
l KaliBurr l,7,33,11,4.71
l KamZa,1,36,10,36.0
l Keith Ape l,1,8,4,8.0
l KiLLeRs l,2,10,6,5.0
l Kingtacular l,1,5,4,5.0
l KnucKles l,2,14,6,7.0
l Kopitarian l,1,11,6,11.0
l Kori l,1,1,1,1.0
l Krug x 47 l,1,7,6,7.0
l Kryptic Ice l,1,1,1,1.0
l Kwik l,1,22,10,22.0
l L1gHtzOuT l,1,7,5,7.0
l LEG3ND l,9,82,18,9.11
l LF Nova l,2,12,5,6.0
l LabeL l,1,6,3,6.0
l Le Boucher l,1,13,8,13.0
l Lifeshot l,6,69,17,11.5
l Liinux l,2,27,9,13.5
l Limpo l,2,33,4,16.5
l Liquicity l,1,5,3,5.0
l Loved You,1,37,14,37.0
l Ludo I,3,19,8,6.33
l Lugamo l,1,9,8,9.0
l LynX I,1,11,5,11.0
l MEGA JR,1,20,11,20.0
l MHein l,1,1,1,1.0
l Macca l,1,1,1,1.0
l Mak3itHaiL l,1,3,2,3.0
l Mattheww l,1,5,5,5.0
l Mex l,1,1,1,1.0
l MiGhTyMoUsE l,1,10,6,10.0
l MiroKu l,2,21,8,10.5
l Mohawk l,1,33,17,33.0
l Moron l,3,18,7,6.0
l Mr ComeBacK l,3,67,7,22.33
l MyKeL l,1,5,4,5.0
l Myrryr l,1,4,2,4.0
l NY FERRARI l,1,21,11,21.0
l NaSTyReFLeX l,1,4,4,4.0
l NarKotic l,1,28,8,28.0
l NiX0n l,3,25,5,8.33
l Nicholas Cage,12,115,34,9.58
l Ninja Babi l,1,21,12,21.0
l NinjaFast l,1,2,2,2.0
l NuMBerZ,4,42,15,10.5
l Number Zero l,2,22,8,11.0
l Omnix l,1,35,11,35.0
l Panophobic l,1,20,11,20.0
l Pav l,1,1,1,1.0
l Pip4life l,2,30,4,15.0
l Pr0teGe I,1,8,5,8.0
l PrO MiKe l,1,2,2,2.0
l PrecizioN I,4,54,13,13.5
l Pro Medusa l,1,11,4,11.0
l Pro Rifle l,2,26,8,13.0
l Procon l,1,9,3,9.0
l Proto l,1,18,5,18.0
l Purdue Sir l,2,26,4,13.0
l QuicK 5anD l,1,9,6,9.0
l QuicKShoTT l,1,12,11,12.0
l ROMANO l,1,15,11,15.0
l RaH l,3,18,7,6.0
l Raidxninjaz l,2,8,7,4.0
l Reid l,1,6,4,6.0
l ReignSupreme,3,61,19,20.33
l Rock Chalk l,1,20,3,20.0
l Roid Rage l,1,2,2,2.0
l Rolando l,1,21,10,21.0
l RyanW l,2,9,8,4.5
l S3RGE l,2,4,2,2.0
l SC00BY l,3,38,16,12.67
l SHIBI l,1,17,10,17.0
l SUBZ3R0 l,8,45,16,5.62
l SYN0 l,1,28,9,28.0
l Saku l,1,36,12,36.0
l ScrubsZero l,7,92,16,13.14
l ShantaL l,1,16,10,16.0
l Shimshady l,1,11,3,11.0
l Shiva l,1,21,11,21.0
l Shortsy99 l,1,5,4,5.0
l Sick Riot l,1,9,4,9.0
l Sifo Dyas l,2,46,14,23.0
l Sil3ntZer0 l,2,15,8,7.5
l SilkySlider l,1,13,6,13.0
l SkateAllDay l,1,4,2,4.0
l Skep l,15,76,18,5.07
l SlowBoy l,1,21,9,21.0
l SmK l,2,29,6,14.5
l Snak3 eyez l,1,17,6,17.0
l Snake l,9,88,20,9.78
l Snip KiLLah l,1,26,7,26.0
l SoundFX l,6,82,10,13.67
l SpaceOrphan l,4,28,8,7.0
l Spectex l,1,3,3,3.0
l SpiT l,1,7,3,7.0
l Spriggan l,1,6,3,6.0
l Spy I,1,6,2,6.0
l Spy V Spy l,1,2,2,2.0
l Suppressor I,2,21,13,10.5
l SvPra7u7 l,1,6,3,6.0
l T KNiGHT l,1,6,6,6.0
l TORTUGUS l,1,12,6,12.0
l TRiL0GY l,3,31,14,10.33
l Tacopolice l,12,109,22,9.08
l Taz l,1,3,3,3.0
l The Floyd l,2,31,9,15.5
l The Rudy l,2,27,9,13.5
l TheGamerGuy l,1,7,6,7.0
l Thespian l,2,68,18,34.0
l TrIpLeKo l,1,4,2,4.0
l TrembleClef l,1,18,6,18.0
l Trusiita,1,3,1,3.0
l TwoPiece l,1,13,6,13.0
l UC4RN l,2,37,14,18.5
l UNSC Ninja l,4,10,6,2.5
l V a i Z e R l,1,9,3,9.0
l Vashii,3,31,14,10.33
l VeNoM Shotz l,1,13,3,13.0
l Vo0DoOo l,1,3,3,3.0
l WONKY EYE,1,2,2,2.0
l WonDeeR l,1,18,5,18.0
l XZALT l,1,7,2,7.0
l Xenast l,2,10,6,5.0
l Xenoes l,5,41,15,8.2
l YanZo l,1,1,1,1.0
l Yuri Lowell l,1,11,5,11.0
l Zephyr 20 l,1,8,3,8.0
l ZeroRequiem l,1,7,5,7.0
l Zeus,1,9,6,9.0
l Ziebs l,1,18,8,18.0
l Zinky l,1,7,6,7.0
l am RoyBorg,1,23,5,23.0
l asphyixiate l,1,5,3,5.0
l coupdegrace l,1,2,2,2.0
l iINK l,6,75,12,12.5
l iPone Noobs l,1,11,8,11.0
l iRecon X,1,1,1,1.0
l iSpoNge l,1,4,2,4.0
l iTrAGiiK l,1,4,3,4.0
l imSHADY l,1,8,4,8.0
l inch Warri3r,2,10,6,5.0
l itsFreshy l,1,24,12,24.0
l jkhappyday l,2,22,9,11.0
l kubOx l,1,15,7,15.0
l l THE GOD l l,1,15,5,15.0
l l l l l HYDRA,1,29,13,29.0
l leveled l,6,18,7,3.0
l marceline l,2,8,5,4.0
l prxda l,1,26,7,26.0
l tee I,1,16,5,16.0
l xroy l,1,11,6,11.0
l000Flan k,2,5,4,2.5
l000salmons,1,1,1,1.0
l01001011010010,1,19,5,19.0
l0lyay3r,1,24,10,24.0
l0s gAcHeTeS,1,10,7,10.0
l0st 9,1,23,12,23.0
l1TTl3 GANG5T3R,1,5,3,5.0
l1ZER01l,1,12,7,12.0
l1nEm Upp,1,11,9,11.0
l1ve guru,5,81,20,16.2
l2TONEl,2,41,6,20.5
l2agE ll,1,6,3,6.0
l2osati,1,18,6,18.0
l33tnuubcak3,1,4,4,4.0
l3OSS 99,1,7,4,7.0
l3RAlVDOlV,1,43,16,43.0
l3adBoy,1,16,8,16.0
l3azinga1111,2,5,3,2.5
l3eers,2,18,6,9.0
l4sl lSTEVENl,5,44,16,8.8
l5Kl 5000,1,2,2,2.0
l5MichaelAngelo,1,8,5,8.0
l6hobos,2,31,6,15.5
l7l Mercy l7l,1,23,11,23.0
l800 GET OUT BR,1,28,7,28.0
l87rfpro,1,6,3,6.0
l994,3,25,12,8.33
l9V,1,2,1,2.0
l9l HORKoff l3l,2,14,6,7.0
lADDEOMINDl,1,14,2,14.0
lAMSEDUCTION,1,7,4,7.0
lAgent ZER0I,1,2,1,2.0
lAlOMETAL107,1,3,2,3.0
lAlSlSlMl0l,3,26,7,8.67
lB O lF lF,1,9,7,9.0
lB lL ll lN lK,2,21,10,10.5
lBATSEKLATSERl,1,1,1,1.0
lBLuNTMaN,2,37,14,18.5
lBakes,3,21,10,7.0
lBetterThanYoul,1,21,4,21.0
lBloodlLust,1,1,1,1.0
lBongwater420,1,6,3,6.0
lBruTaL,1,8,3,8.0
lBuda Lee,4,69,14,17.25
lCONTOURSl,1,1,1,1.0
lCag12l,1,9,5,9.0
lCanis Majorisl,1,7,5,7.0
lCensored,3,25,10,8.33
lCheezusCrustl,1,22,7,22.0
lCoheedl,1,7,5,7.0
lD O lW O R K,1,17,6,17.0
lDEZCO,8,72,17,9.0
lDR4K3uhL4K3l,1,26,6,26.0
lDarknessFearl,2,43,13,21.5
lDeath Star,1,17,5,17.0
lDeathPenalty,5,28,11,5.6
lDebaser,1,5,3,5.0
lDoctorWhoovesl,1,11,5,11.0
lDropgun,2,17,7,8.5
lEndure,1,2,1,2.0
lEvann Almighty,1,4,4,4.0
lEx lNihilo,1,11,5,11.0
lExuberant,1,9,5,9.0
lF 4 rr u K 0l,2,32,11,16.0
lF U T U lR z,1,6,5,6.0
lFi3RY,4,30,10,7.5
lFoge,1,17,7,17.0
lFranchesco lz,2,50,18,25.0
lGanjaBassl,1,14,5,14.0
lH u n 7 e Rz x,3,20,5,6.67
lHHl Blackened,2,22,11,11.0
lHardline,5,46,12,9.2
lHawk x,1,8,3,8.0
lHellJumperl,1,3,3,3.0
lHleavy lHlands,15,96,20,6.4
lHot Cheetosl,1,9,6,9.0
lHylian Hero,1,16,8,16.0
lI 7 I,1,5,4,5.0
lI AdriaN lI,1,17,9,17.0
lI B0SS lI,1,7,5,7.0
lI BeBoP Il,2,9,6,4.5
lI Clutch lI,1,19,7,19.0
lI Corvus Il,1,14,8,14.0
lI Grimm lI,1,20,5,20.0
lI Invisible Il,1,19,8,19.0
lI JMill Il,1,13,7,13.0
lI JuDD Il,1,14,9,14.0
lI Legit,1,5,2,5.0
lI MACHINE Il,1,2,1,2.0
lI Mr X Il,2,27,8,13.5
lI NiTrO Il,3,27,9,9.0
lI Pandaz lI,4,39,11,9.75
lI Psyc0 Il,2,18,3,9.0
lI Typhus Il,1,22,7,22.0
lI V3NoM II,1,13,4,13.0
lI ViP3R II,4,34,4,8.5
lI Vicious Il,1,13,4,13.0
lI Zen Il,1,12,9,12.0
lI Zombie II,1,16,8,16.0
lI frostbite lI,4,37,9,9.25
lII Mr T IIl,1,5,4,5.0
lII iRage IIl,4,30,9,7.5
lINightmetalIl,1,35,16,35.0
lIReality,1,18,10,18.0
lIReaver,1,13,6,13.0
lIScarIl,1,11,6,11.0
lITinderFlameIl,1,3,1,3.0
lITrashXManIl,2,12,5,6.0
lIVigiLIl,1,8,7,8.0
lIXlISinlIXIl,4,61,14,15.25
lIl Hitman lI,1,3,2,3.0
lIl MARK lIl,2,40,7,20.0
lIl N I C K lIl,1,21,5,21.0
lIl RxXx lIl,1,8,5,8.0
lItsjustG,1,8,4,8.0
lIttlEDeMoNbAby,2,2,2,1.0
lJanix,1,2,2,2.0
lJudy Hoppsl,2,17,9,8.5
lK R U G U 3 lR,2,30,9,15.0
lKRUNK Monkeyl,3,34,13,11.33
lKenV,1,5,4,5.0
lKillConfirmedl,1,9,7,9.0
lKingofInsanity,1,19,8,19.0
lLEG SHOOTER,1,11,2,11.0
lLLENiUM,3,37,5,12.33
lLLPhiL,1,9,5,9.0
lLUIS25l,3,40,7,13.33
lLeBron Jamesll,2,2,2,1.0
lLoGiC x,5,25,9,5.0
lLoRdOfAnGeL,1,9,6,9.0
lLoiiD,1,6,3,6.0
lLookAtMeNowMa,2,25,13,12.5
lLostprophet,2,17,4,8.5
lMETHOD,4,109,26,27.25
lMaintain,2,9,5,4.5
lMarkoose,3,23,8,7.67
lMattheww,1,12,2,12.0
lMazak,4,54,18,13.5
lMerce,2,16,6,8.0
lMnotGarbage,1,19,9,19.0
lMorris EU,1,8,4,8.0
lMr lApex,2,56,16,28.0
lMunchieZ,2,26,9,13.0
lMurk gg,5,83,30,16.6
lMxnos,8,78,22,9.75
lN FAITH,2,37,14,18.5
lNBKl Wizard,1,27,13,27.0
lNH3RITOR,1,48,17,48.0
lNSETlCK SK10,2,35,9,17.5
lNesquik,1,15,3,15.0
lNick Qc,1,26,13,26.0
lNiko XL,3,32,6,10.67
lNixxy,1,4,3,4.0
lOl lLl lAl lFl,1,6,3,6.0
lP I lL O T,1,13,8,13.0
lPOOF,7,67,16,9.57
lProJoe,3,20,11,6.67
lProdify,1,7,5,7.0
lPure Chaos,1,7,3,7.0
lR Y lN O,2,33,13,16.5
lR0NS,1,9,3,9.0
lRE4PER,1,40,17,40.0
lRIPPERI,2,5,3,2.5
lRadioGuerrilla,3,39,14,13.0
lRage Gothal,5,90,22,18.0
lRage Nook,1,10,5,10.0
lResurgent,6,67,19,11.17
lRevenantt,2,17,8,8.5
lRevl,1,21,13,21.0
lRobTempl,1,12,6,12.0
lRorshackl,11,82,13,7.45
lSITIEIAILITIHl,1,5,4,5.0
lSMRTl,1,6,4,6.0
lSamson Qc,2,10,4,5.0
lShortsl,1,4,4,4.0
lSickology 101l,1,1,1,1.0
lSippycup,10,128,27,12.8
lSoulDarknessl,1,2,2,2.0
lSpartan S117l,1,5,2,5.0
lThe Bear,1,2,2,2.0
lTheDGeneratel,1,10,4,10.0
lTwitch,1,6,3,6.0
lTz ViViD,1,16,9,16.0
lTz lRlSh,76,494,35,6.5
lUnSeenProdigyl,2,14,9,7.0
lVIercenary,1,20,9,20.0
lVl E T R 0 I D,1,10,7,10.0
lVlOOR3P41IV,2,35,13,17.5
lVlacklin,1,17,10,17.0
lVlaleficent,2,29,12,14.5
lVlaster Choda,2,37,11,18.5
lVlaster Shakes,2,3,2,1.5
lX C L U S I Vl,1,5,5,5.0
lX CRAIGMOND Xl,1,4,2,4.0
lX FeRoCiTy lX,1,6,3,6.0
lX Geck0 Xl,2,39,10,19.5
lX HOMESLICE Xl,2,15,7,7.5
lX JoHy Xl,3,25,13,8.33
lX R3CLAIM3R Xl,11,88,15,8.0
lX hilzy Xl,1,4,4,4.0
lXDeLiRiUmXI,1,15,7,15.0
lXI Alpha IXl,1,18,10,18.0
lXI VINC3 IXl,1,8,5,8.0
lXRentedChartXl,1,7,5,7.0
lXl Theron lXl,1,7,5,7.0
lXoSPIDERMANoXl,1,2,2,2.0
lXx Dio xXl,1,8,3,8.0
lXxLeadToexXl,1,20,13,20.0
lXxSpitFirexXl,1,4,1,4.0
lZona,1,10,4,10.0
la fantastique,1,19,5,19.0
la liebre,1,16,5,16.0
la polla 43,1,7,5,7.0
labelleaj,1,25,15,25.0
labrecque12,4,21,10,5.25
lac0fskill,1,7,5,7.0
ladakenji,1,13,10,13.0
lady carnage,1,2,2,2.0
laffytaffyninja,1,8,5,8.0
lagg666,1,2,1,2.0
lakejarsen69,1,17,8,17.0
lakerschamps09,6,91,23,15.17
lalento,1,6,4,6.0
lalo rayas,1,1,1,1.0
laloeph,1,1,1,1.0
laloni qlao,1,6,5,6.0
laloxpakamel173,1,4,3,4.0
lalozx,1,12,5,12.0
lalthizle,1,5,4,5.0
lamanes,4,40,15,10.0
lamb of godII7,1,11,6,11.0
lambo2,1,16,5,16.0
lanFenix,1,2,2,2.0
lanSparky,1,9,7,9.0
landenNYgiants,25,271,30,10.84
landon4pope,1,2,1,2.0
landonTbaron23,1,1,1,1.0
langy 0009,1,12,5,12.0
lantzinthepantz,1,17,8,17.0
larry chimp man,1,4,3,4.0
larsspartan,1,5,4,5.0
laserNinjaDragn,2,9,8,4.5
lastofthebreed0,1,2,2,2.0
latemodel59,1,18,10,18.0
lawRInSse,1,2,2,2.0
lawlergay,7,82,13,11.71
lawlex,1,18,11,18.0
lawrencep2,1,13,10,13.0
lawseth2,1,6,3,6.0
laxbok19,1,13,6,13.0
laxguru2011,1,38,12,38.0
layes5,1,24,9,24.0
lazyguythugman,1,4,3,4.0
lazyhookerface,1,25,5,25.0
lazykiller2552,1,2,2,2.0
lb L ii n k,3,58,18,19.33
lbARGER,1,18,5,18.0
lcao1,1,5,4,5.0
lceaclls,1,9,6,9.0
le Funeste,1,22,11,22.0
le roach killer,1,22,11,22.0
le0l0quend0xdd,1,5,4,5.0
le0nspartan,2,24,12,12.0
leDiny69,1,22,13,22.0
leadofstark9,1,10,7,10.0
leadslinger720,1,17,8,17.0
leamsIKTA,2,15,8,7.5
leanin2theleft,1,25,10,25.0
leatherface jr,2,15,9,7.5
leclair902,2,21,3,10.5
leeofcyprus,1,15,10,15.0
leetfish,1,2,2,2.0
leew92,1,16,11,16.0
lefse77,1,1,1,1.0
leftinawe,1,6,1,6.0
leftyrighty 925,1,11,5,11.0
legacyfggt,1,11,7,11.0
legat0blue,1,6,5,6.0
legen wait 4 it,1,12,9,12.0
legend recon,1,15,3,15.0
legend83157,1,13,4,13.0
legendghost117,2,9,8,4.5
legifobravo03,1,4,4,4.0
lego j20 man,2,36,6,18.0
legoassassinV2,3,73,21,24.33
legoblok11,1,6,4,6.0
legoguy217,1,10,3,10.0
legozero71,5,57,23,11.4
lekgolo175,3,39,16,13.0
lelg91,1,5,4,5.0
lemonade 1111,1,3,3,3.0
lemonhead127,1,13,4,13.0
lemonjucie360,1,7,6,7.0
lenixis,1,4,4,4.0
lennonrevival,1,5,1,5.0
leo can,1,22,10,22.0
leo soto,1,3,2,3.0
leoHaldan2,9,126,17,14.0
leoassault1117,1,13,11,13.0
leolerigolo,1,3,3,3.0
leon300idas,1,10,8,10.0
leon92t,1,11,7,11.0
leon9815,1,12,5,12.0
leonardo2004,1,2,2,2.0
leonin titan420,1,22,15,22.0
lepyrobarbare19,2,17,8,8.5
ler999,10,62,14,6.2
les lcn,2,4,2,2.0
lescrong james,1,12,6,12.0
lesofski bro,1,15,3,15.0
less7han7hree,1,2,2,2.0
lestro91,1,12,3,12.0
lesu is awsome,1,10,10,10.0
lethargictumour,1,5,4,5.0
lets beastmode,30,205,31,6.83
letsxero,1,23,9,23.0
letueurdetaupes,1,9,7,9.0
levithan360,1,11,7,11.0
lewis5007,1,4,3,4.0
lewk warm,4,43,12,10.75
lezrog8,8,131,21,16.38
lflyer121697,1,6,3,6.0
lg12xboy,1,16,7,16.0
lgdeleon,1,6,3,6.0
lgetsolucky,2,8,2,4.0
lgndofhalo,2,35,17,17.5
lgotyourberries,1,3,2,3.0
li BLacKouT ii,2,5,2,2.5
lickmyb4c0n,1,7,2,7.0
licksore,2,21,10,10.5
lidhar24,1,6,4,6.0
life mode,2,30,14,15.0
lightest shadow,1,1,1,1.0
lighting9047 2,1,5,4,5.0
lightningcat117,8,77,10,9.62
lightskingod30,2,38,14,19.0
ligon27,1,28,12,28.0
like a blauck,1,5,5,5.0
likeaboss69xxx,2,12,7,6.0
liks2scor,1,3,3,3.0
lil MtnMan,1,1,1,1.0
lil WlLL,1,30,13,30.0
lil chosen one,3,25,8,8.33
lil hickbones,1,13,4,13.0
lil kj1,4,41,4,10.25
lil necromancer,1,9,7,9.0
lil skulls,3,18,9,6.0
lil slayer 424,1,12,7,12.0
lil weser,3,9,5,3.0
lilFeather015,1,17,8,17.0
lilMoe1913,1,6,4,6.0
lilPenguin09,2,17,9,8.5
lilaNToNy1,1,4,3,4.0
lilbear75,1,3,2,3.0
lilbilly90,1,2,2,2.0
lilblakcooper,1,6,5,6.0
lilbwain,1,3,3,3.0
lildXII,1,1,1,1.0
lildaddyhambone,2,30,14,15.0
lilgoozie,1,2,2,2.0
lilhomie813,1,5,5,5.0
liljuliod0,1,17,10,17.0
lilkster,2,50,8,25.0
lilnuke33,1,11,6,11.0
lilperez16,1,10,7,10.0
lilqerm,2,17,10,8.5
lilsim6,2,40,10,20.0
lilsmokey6T9,1,9,3,9.0
lilstevesobased,1,6,1,6.0
liltimeHALLADAY,23,298,39,12.96
limonsito39,1,17,8,17.0
limphomr,1,18,9,18.0
linfo28,1,12,6,12.0
linger888,1,8,5,8.0
link222,1,16,8,16.0
link541,3,48,14,16.0
linkXxy,1,5,4,5.0
linman58,1,1,1,1.0
lino grotzky,1,22,9,22.0
lionband,1,11,7,11.0
lionblaze77,1,9,8,9.0
lionsriot,1,16,8,16.0
lionwarrior2002,1,6,5,6.0
liquid25snake,1,11,10,11.0
lisvon,1,2,2,2.0
lite09,1,4,4,4.0
lith,5,47,16,9.4
litt13monkey08,3,45,6,15.0
little siddall,1,8,2,8.0
